Organization Name,Website,Category,Technologies,Topics,Project Name,Project Url
ArduPilot,http://ardupilot.org,End user applications,"python,linux,c/c++,drones,robotics","robotics,embedded systems,vision,real-time os,drones",Complex Autonomous Tasks Onboard a UAV using Monocular Cameras,https://summerofcode.withgoogle.com/archive/2018/projects/5702907169079296/
ArduPilot,http://ardupilot.org,End user applications,"python,linux,c/c++,drones,robotics","robotics,embedded systems,vision,real-time os,drones",Implementation of Balance Bot with Ardupilot,https://summerofcode.withgoogle.com/archive/2018/projects/5076116352008192/
ArduPilot,http://ardupilot.org,End user applications,"python,linux,c/c++,drones,robotics","robotics,embedded systems,vision,real-time os,drones",Live Video Improvements For APSync,https://summerofcode.withgoogle.com/archive/2018/projects/6205727110594560/
ArduPilot,http://ardupilot.org,End user applications,"python,linux,c/c++,drones,robotics","robotics,embedded systems,vision,real-time os,drones",UAVCAN Drivers and Documentation Update,https://summerofcode.withgoogle.com/archive/2018/projects/4640055570202624/
BeagleBoard.org Foundation,https://beagleboard.org,Programming languages,"linux,iot,real-time,gcc,physical computing","robotics,iot,audio,ros,interfaces",Modern Speak and Spell using PocketBeagle,https://summerofcode.withgoogle.com/archive/2018/projects/5031706255949824/
BeagleBoard.org Foundation,https://beagleboard.org,Programming languages,"linux,iot,real-time,gcc,physical computing","robotics,iot,audio,ros,interfaces",BeagleBoot,https://summerofcode.withgoogle.com/archive/2018/projects/4610302519803904/
BeagleBoard.org Foundation,https://beagleboard.org,Programming languages,"linux,iot,real-time,gcc,physical computing","robotics,iot,audio,ros,interfaces",Fixing Bugs in BoneScript and Improve BeagleBone UI,https://summerofcode.withgoogle.com/archive/2018/projects/4871854686732288/
Beam Community,http://beamcommunity.github.io,Programming languages,"xmpp,erlang","iot,instant messaging,real time,distributed computing,distributed databases",Improving Riak testing suites using Common Test and Intercepts,https://summerofcode.withgoogle.com/archive/2018/projects/5536566172712960/
Beam Community,http://beamcommunity.github.io,Programming languages,"xmpp,erlang","iot,instant messaging,real time,distributed computing,distributed databases",Tensorflex: Tensorflow bindings for the Elixir programming language,https://summerofcode.withgoogle.com/archive/2018/projects/5361302180462592/
Beam Community,http://beamcommunity.github.io,Programming languages,"xmpp,erlang","iot,instant messaging,real time,distributed computing,distributed databases",Create an Elixir client for BarrelDB,https://summerofcode.withgoogle.com/archive/2018/projects/6228633513361408/
Beam Community,http://beamcommunity.github.io,Programming languages,"xmpp,erlang","iot,instant messaging,real time,distributed computing,distributed databases",Monitoring performance of Elixir packages with ElixirBench,https://summerofcode.withgoogle.com/archive/2018/projects/4837414216400896/
Beam Community,http://beamcommunity.github.io,Programming languages,"xmpp,erlang","iot,instant messaging,real time,distributed computing,distributed databases",Elixir Idea #1: Typespecs to StreamData generators,https://summerofcode.withgoogle.com/archive/2018/projects/4875067859140608/
Beam Community,http://beamcommunity.github.io,Programming languages,"xmpp,erlang","iot,instant messaging,real time,distributed computing,distributed databases",Add dialyzer task to Elixir,https://summerofcode.withgoogle.com/archive/2018/projects/5817190813007872/
BeeWare Project,https://pybee.org,Programming languages,"python,javascript,android,java,ios","app development,mobile,cross desktop",Implement asyncio support in voc,https://summerofcode.withgoogle.com/archive/2018/projects/5944530150883328/
BeeWare Project,https://pybee.org,Programming languages,"python,javascript,android,java,ios","app development,mobile,cross desktop",Optimizing the VOC Compiler,https://summerofcode.withgoogle.com/archive/2018/projects/5998717874208768/
Berkman Klein Center for Internet & Society at Harvard University,https://cyber.harvard.edu,Other,"javascript,ruby on rails,elasticsearch,meteor.js,elk","education,research,web,internet freedom,internet censorship",Improvements and Addition of new features in the question tool,https://summerofcode.withgoogle.com/archive/2018/projects/5644570842890240/
Berkman Klein Center for Internet & Society at Harvard University,https://cyber.harvard.edu,Other,"javascript,ruby on rails,elasticsearch,meteor.js,elk","education,research,web,internet freedom,internet censorship",Automating Force Based Layout Scaling And Network Visualization For Media Source Networks From MediaCloud Topic Graphs,https://summerofcode.withgoogle.com/archive/2018/projects/5704578783772672/
Blender Foundation,https://www.blender.org,Media,"c,python,opengl,c++,opencl","games,3d,simulation,rendering,animation",Bevel Improvements,https://summerofcode.withgoogle.com/archive/2018/projects/6389001955049472/
Blender Foundation,https://www.blender.org,Media,"c,python,opengl,c++,opencl","games,3d,simulation,rendering,animation",Blender NPR Line Rendering Improvement,https://summerofcode.withgoogle.com/archive/2018/projects/6219263236898816/
Blender Foundation,https://www.blender.org,Media,"c,python,opengl,c++,opencl","games,3d,simulation,rendering,animation",Many Light Sampling,https://summerofcode.withgoogle.com/archive/2018/projects/5921713137123328/
Blender Foundation,https://www.blender.org,Media,"c,python,opengl,c++,opencl","games,3d,simulation,rendering,animation",Further Development for Cycles' Volume Rendering,https://summerofcode.withgoogle.com/archive/2018/projects/6266351580610560/
Blender Foundation,https://www.blender.org,Media,"c,python,opengl,c++,opencl","games,3d,simulation,rendering,animation",Implementing a Hair Shader for Cycles,https://summerofcode.withgoogle.com/archive/2018/projects/6280192850919424/
Boost C++ Libraries,http://www.boost.org/,Programming languages,"c++,c++11,c++14,c++17","software engineering,c++ development,c++ tools,c++ standardization",Add GPU computations to uBLAS,https://summerofcode.withgoogle.com/archive/2018/projects/6748874311991296/
Boost C++ Libraries,http://www.boost.org/,Programming languages,"c++,c++11,c++14,c++17","software engineering,c++ development,c++ tools,c++ standardization",Bringing Static_views to review-ready state,https://summerofcode.withgoogle.com/archive/2018/projects/5701330244993024/
Boost C++ Libraries,http://www.boost.org/,Programming languages,"c++,c++11,c++14,c++17","software engineering,c++ development,c++ tools,c++ standardization",Boost.Real project,https://summerofcode.withgoogle.com/archive/2018/projects/5715348548485120/
Boost C++ Libraries,http://www.boost.org/,Programming languages,"c++,c++11,c++14,c++17","software engineering,c++ development,c++ tools,c++ standardization",Enhancing Boost.Intrusive Library,https://summerofcode.withgoogle.com/archive/2018/projects/5433723650572288/
Boost C++ Libraries,http://www.boost.org/,Programming languages,"c++,c++11,c++14,c++17","software engineering,c++ development,c++ tools,c++ standardization",Designing a Generic Tensor Library for Boost.uBlas,https://summerofcode.withgoogle.com/archive/2018/projects/6064119220273152/
Boost C++ Libraries,http://www.boost.org/,Programming languages,"c++,c++11,c++14,c++17","software engineering,c++ development,c++ tools,c++ standardization",Similarity between geometries,https://summerofcode.withgoogle.com/archive/2018/projects/6092082141724672/
Boost C++ Libraries,http://www.boost.org/,Programming languages,"c++,c++11,c++14,c++17","software engineering,c++ development,c++ tools,c++ standardization",Astronomy Library,https://summerofcode.withgoogle.com/archive/2018/projects/5876939915001856/
Boost C++ Libraries,http://www.boost.org/,Programming languages,"c++,c++11,c++14,c++17","software engineering,c++ development,c++ tools,c++ standardization",Nearly antipodal points distance accuracy improvement,https://summerofcode.withgoogle.com/archive/2018/projects/5152398595063808/
Boost C++ Libraries,http://www.boost.org/,Programming languages,"c++,c++11,c++14,c++17","software engineering,c++ development,c++ tools,c++ standardization",Add statistics and machine learning functions to Boost.uBLAS,https://summerofcode.withgoogle.com/archive/2018/projects/5184336173203456/
Boston University / XIA,https://github.com/AltraMayor/XIA-for-Linux/wiki,Infrastructure and cloud,"c,linux kernel,xia,advanced data structures,ddos","research,computer networking,future internet architecture",Extending Mininet to support simulation of XIA networks,https://summerofcode.withgoogle.com/archive/2018/projects/5687777542799360/
Boston University / XIA,https://github.com/AltraMayor/XIA-for-Linux/wiki,Infrastructure and cloud,"c,linux kernel,xia,advanced data structures,ddos","research,computer networking,future internet architecture",Implementing blackholing in Gatekeeper,https://summerofcode.withgoogle.com/archive/2018/projects/4973616219291648/
Boston University / XIA,https://github.com/AltraMayor/XIA-for-Linux/wiki,Infrastructure and cloud,"c,linux kernel,xia,advanced data structures,ddos","research,computer networking,future internet architecture",Implementing NWP - an address resolution protocol for XIA.,https://summerofcode.withgoogle.com/archive/2018/projects/5087285817114624/
Boston University / XIA,https://github.com/AltraMayor/XIA-for-Linux/wiki,Infrastructure and cloud,"c,linux kernel,xia,advanced data structures,ddos","research,computer networking,future internet architecture",U6ID Principal,https://summerofcode.withgoogle.com/archive/2018/projects/5773963779112960/
BRL-CAD,https://brlcad.org,Media,"c/c++,opengl,qt,opencl,tcl/tk","geometry,cad,3d,graphics user interface,software visualization",Slic3r - Rotating Face to Bottom,https://summerofcode.withgoogle.com/archive/2018/projects/5657276564111360/
BRL-CAD,https://brlcad.org,Media,"c/c++,opengl,qt,opencl,tcl/tk","geometry,cad,3d,graphics user interface,software visualization",Improving raytracing performance by improving libbu,https://summerofcode.withgoogle.com/archive/2018/projects/5394466307309568/
BRL-CAD,https://brlcad.org,Media,"c/c++,opengl,qt,opencl,tcl/tk","geometry,cad,3d,graphics user interface,software visualization",Python BRL-CAD,https://summerofcode.withgoogle.com/archive/2018/projects/5572572091514880/
BRL-CAD,https://brlcad.org,Media,"c/c++,opengl,qt,opencl,tcl/tk","geometry,cad,3d,graphics user interface,software visualization",OpenCL GPGPU Raytracing,https://summerofcode.withgoogle.com/archive/2018/projects/4651006126194688/
BRL-CAD,https://brlcad.org,Media,"c/c++,opengl,qt,opencl,tcl/tk","geometry,cad,3d,graphics user interface,software visualization",Overlap Tool - Cross platform compatibility,https://summerofcode.withgoogle.com/archive/2018/projects/4694628364189696/
BRL-CAD,https://brlcad.org,Media,"c/c++,opengl,qt,opencl,tcl/tk","geometry,cad,3d,graphics user interface,software visualization",FreeCAD Configuration Management Project,https://summerofcode.withgoogle.com/archive/2018/projects/6094118224658432/
BRL-CAD,https://brlcad.org,Media,"c/c++,opengl,qt,opencl,tcl/tk","geometry,cad,3d,graphics user interface,software visualization",Add exec option to search,https://summerofcode.withgoogle.com/archive/2018/projects/5780975648768000/
Canadian Centre for Computational Genomics,http://computationalgenomics.ca,Science and medicine,"python,perl,r,bash,awk","visualization,bioinformatics,data science,statistics,next-generation sequencing",Providing Public Accessibility for SegAnnDB,https://summerofcode.withgoogle.com/archive/2018/projects/5108068090118144/
Canadian Centre for Computational Genomics,http://computationalgenomics.ca,Science and medicine,"python,perl,r,bash,awk","visualization,bioinformatics,data science,statistics,next-generation sequencing",Efficient frequency spectrum computation over large sample sizes,https://summerofcode.withgoogle.com/archive/2018/projects/5948458435346432/
Canadian Centre for Computational Genomics,http://computationalgenomics.ca,Science and medicine,"python,perl,r,bash,awk","visualization,bioinformatics,data science,statistics,next-generation sequencing",Population genetics simulation and modeling using reinforcement learning,https://summerofcode.withgoogle.com/archive/2018/projects/5187247892594688/
Catrobat,http://catrobat.org,Programming languages,"android,java,ios,espresso","education,programming language,app development,scratch",Integrate Pocket Paint into Pocket Code,https://summerofcode.withgoogle.com/archive/2018/projects/4510268637839360/
Catrobat,http://catrobat.org,Programming languages,"android,java,ios,espresso","education,programming language,app development,scratch",iOS: Device Sensors and Code Refactoring,https://summerofcode.withgoogle.com/archive/2018/projects/5759522421342208/
Catrobat,http://catrobat.org,Programming languages,"android,java,ios,espresso","education,programming language,app development,scratch",Introduce Architecture and Separate Components,https://summerofcode.withgoogle.com/archive/2018/projects/5876131186081792/
Catrobat,http://catrobat.org,Programming languages,"android,java,ios,espresso","education,programming language,app development,scratch","Refactoring - Testable code, simplify existing unit tests, enhance test coverage",https://summerofcode.withgoogle.com/archive/2018/projects/5888023614980096/
