Organization Name,Website,Category,Technologies,Topics,Project Name,Project Url
AOSSIE - Australian Open Source Software Innovation and Education,http://aossie.org/,End user applications,"javascript,android,scala,ios,isabelle proof assistant","machine learning,environment,electronic voting,natural language processing,philosophy",Agora,https://summerofcode.withgoogle.com/archive/2019/projects/5888443278688256/
AOSSIE - Australian Open Source Software Innovation and Education,http://aossie.org/,End user applications,"javascript,android,scala,ios,isabelle proof assistant","machine learning,environment,electronic voting,natural language processing,philosophy",Agora Slack Application,https://summerofcode.withgoogle.com/archive/2019/projects/5998631822295040/
AOSSIE - Australian Open Source Software Innovation and Education,http://aossie.org/,End user applications,"javascript,android,scala,ios,isabelle proof assistant","machine learning,environment,electronic voting,natural language processing,philosophy","Curbing toxic/abusive language, Click-bait News through AI in Social Street Smart",https://summerofcode.withgoogle.com/archive/2019/projects/5171156175290368/
Apertium,http://wiki.apertium.org,Other,"python,c++,xml,bash","natural language processing,machine translation,less-resourced languages",Recursive Transfer,https://summerofcode.withgoogle.com/archive/2019/projects/6746718069063680/
Apertium,http://wiki.apertium.org,Other,"python,c++,xml,bash","natural language processing,machine translation,less-resourced languages",Anaphora Resolution,https://summerofcode.withgoogle.com/archive/2019/projects/5434868157120512/
Apertium,http://wiki.apertium.org,Other,"python,c++,xml,bash","natural language processing,machine translation,less-resourced languages",Develop a releasable Uzbek-Qaraqalpaq translation pair,https://summerofcode.withgoogle.com/archive/2019/projects/6137485212516352/
Apertium,http://wiki.apertium.org,Other,"python,c++,xml,bash","natural language processing,machine translation,less-resourced languages",Improve/Extend weighted transfer rules module,https://summerofcode.withgoogle.com/archive/2019/projects/5067352637440000/
Apertium,http://wiki.apertium.org,Other,"python,c++,xml,bash","natural language processing,machine translation,less-resourced languages",Turkic MT improvements,https://summerofcode.withgoogle.com/archive/2019/projects/5106764196872192/
Apertium,http://wiki.apertium.org,Other,"python,c++,xml,bash","natural language processing,machine translation,less-resourced languages",Python API/library for Apertium,https://summerofcode.withgoogle.com/archive/2019/projects/5239196560654336/
Apertium,http://wiki.apertium.org,Other,"python,c++,xml,bash","natural language processing,machine translation,less-resourced languages",English-Lingala language pair,https://summerofcode.withgoogle.com/archive/2019/projects/4582884889853952/
Apertium,http://wiki.apertium.org,Other,"python,c++,xml,bash","natural language processing,machine translation,less-resourced languages",Unsupervised weighting of automata,https://summerofcode.withgoogle.com/archive/2019/projects/5982561396850688/
Apertium,http://wiki.apertium.org,Other,"python,c++,xml,bash","natural language processing,machine translation,less-resourced languages",Improvement of Annotatrix project,https://summerofcode.withgoogle.com/archive/2019/projects/5173615497052160/
Apertium,http://wiki.apertium.org,Other,"python,c++,xml,bash","natural language processing,machine translation,less-resourced languages",Improving the Catalan-Italian and Catalan-Portuguese language pairs,https://summerofcode.withgoogle.com/archive/2019/projects/5184755836911616/
apertus° Association,http://www.apertus.org,Media,"c,linux,fpga,vhdl,embedded","embedded systems,vision,camera,image processing,fpga",AXIOM Remote: miscellaneous drawing and management tasks,https://summerofcode.withgoogle.com/archive/2019/projects/6750015681200128/
apertus° Association,http://www.apertus.org,Media,"c,linux,fpga,vhdl,embedded","embedded systems,vision,camera,image processing,fpga",USB 3.0 Module Gearwork,https://summerofcode.withgoogle.com/archive/2019/projects/5710711492182016/
apertus° Association,http://www.apertus.org,Media,"c,linux,fpga,vhdl,embedded","embedded systems,vision,camera,image processing,fpga",Extend Camera Control Daemon,https://summerofcode.withgoogle.com/archive/2019/projects/4719120396845056/
apertus° Association,http://www.apertus.org,Media,"c,linux,fpga,vhdl,embedded","embedded systems,vision,camera,image processing,fpga",JPEG 1992 lossless encoder core,https://summerofcode.withgoogle.com/archive/2019/projects/5863358387978240/
API Client Tools at Google,https://googleapis.github.io,Programming languages,"rest,openapi,grpc,protocol buffers,rpc","automation,apis,code generation,api description",Build tools that bridge OpenAPI and gRPC,https://summerofcode.withgoogle.com/archive/2019/projects/5019228334194688/
appleseedhq,https://appleseedhq.net/,Media,"python,opengl,c++11","simulation,rendering,computer graphics,image synthesis,animation",Light Paths Visualization and Viewport Unification,https://summerofcode.withgoogle.com/archive/2019/projects/6635569482825728/
appleseedhq,https://appleseedhq.net/,Media,"python,opengl,c++11","simulation,rendering,computer graphics,image synthesis,animation",Practical Path Guiding,https://summerofcode.withgoogle.com/archive/2019/projects/5250155975016448/
Ardupilot.org,http://ardupilot.org,Other,"python,linux,c/c++,drones,robotics","robotics,embedded systems,real-time os,drones,vison",Further Development of Rover Sailboat Support,https://summerofcode.withgoogle.com/archive/2019/projects/5648855977164800/
Ardupilot.org,http://ardupilot.org,Other,"python,linux,c/c++,drones,robotics","robotics,embedded systems,real-time os,drones,vison",Integration of ArduPilot and VIO tracking camera for GPS-less localization and navigation,https://summerofcode.withgoogle.com/archive/2019/projects/5736565450473472/
Ardupilot.org,http://ardupilot.org,Other,"python,linux,c/c++,drones,robotics","robotics,embedded systems,real-time os,drones,vison",MAVProxy GUI and module development,https://summerofcode.withgoogle.com/archive/2019/projects/5411701640396800/
Ardupilot.org,http://ardupilot.org,Other,"python,linux,c/c++,drones,robotics","robotics,embedded systems,real-time os,drones,vison",AirSim Simulator Support for Ardupilot SITL,https://summerofcode.withgoogle.com/archive/2019/projects/4737458481135616/
Ardupilot.org,http://ardupilot.org,Other,"python,linux,c/c++,drones,robotics","robotics,embedded systems,real-time os,drones,vison",Development of Autonomous Autorotations for Traditional Helicopters,https://summerofcode.withgoogle.com/archive/2019/projects/4950528654573568/
Bazel,https://bazel.build/,Programming languages,"c/c++,java,windows,bazel","build tools,developer tools",Starlark language,https://summerofcode.withgoogle.com/archive/2019/projects/5625060717494272/
Bazel,https://bazel.build/,Programming languages,"c/c++,java,windows,bazel","build tools,developer tools",Sandboxing on Windows,https://summerofcode.withgoogle.com/archive/2019/projects/5909024493535232/
BeagleBoard.org,https://beagleboard.org,Other,"python,javascript,linux kernel,raspberry pi,hardware acceleration","machine learning,robotics,hardware,real time,privacy/security",Xen on BeagleBoard-x15,https://summerofcode.withgoogle.com/archive/2019/projects/5107782238339072/
BeagleBoard.org,https://beagleboard.org,Other,"python,javascript,linux kernel,raspberry pi,hardware acceleration","machine learning,robotics,hardware,real time,privacy/security",PRU User Space API,https://summerofcode.withgoogle.com/archive/2019/projects/5988515748249600/
BeagleBoard.org,https://beagleboard.org,Other,"python,javascript,linux kernel,raspberry pi,hardware acceleration","machine learning,robotics,hardware,real time,privacy/security",Clickboard Support Under Greybus,https://summerofcode.withgoogle.com/archive/2019/projects/6291016871575552/
Berkman Klein Center for Internet and Society,https://cyber.harvard.edu,Other,"python,java,ruby on rails,elasticsearch,meteor.js","education,research,web,internet freedom,internet censorship",Proposal For Berkman Klein Center For Internet And Society - Question Tool,https://summerofcode.withgoogle.com/archive/2019/projects/5300463950364672/
Berkman Klein Center for Internet and Society,https://cyber.harvard.edu,Other,"python,java,ruby on rails,elasticsearch,meteor.js","education,research,web,internet freedom,internet censorship",Proposal for Integration of perma.cc with Lumendatabase,https://summerofcode.withgoogle.com/archive/2019/projects/5624115774357504/
Berkman Klein Center for Internet and Society,https://cyber.harvard.edu,Other,"python,java,ruby on rails,elasticsearch,meteor.js","education,research,web,internet freedom,internet censorship",Ayanda,https://summerofcode.withgoogle.com/archive/2019/projects/5841309451943936/
"Biomedical Informatics, Emory University",https://github.com/sharmalab/Emory-BMI-GSoC-2019,Science and medicine,"python,java,tensorflow,deep learning,medical imaging","cloud,distributed systems,science and medicine,precision medicine,data integration",Graphical User Interface for Tensorflow,https://summerofcode.withgoogle.com/archive/2019/projects/6465243092353024/
"Biomedical Informatics, Emory University",https://github.com/sharmalab/Emory-BMI-GSoC-2019,Science and medicine,"python,java,tensorflow,deep learning,medical imaging","cloud,distributed systems,science and medicine,precision medicine,data integration",Machine Learning Model Support for Digital Pathology,https://summerofcode.withgoogle.com/archive/2019/projects/5399959468244992/
"Biomedical Informatics, Emory University",https://github.com/sharmalab/Emory-BMI-GSoC-2019,Science and medicine,"python,java,tensorflow,deep learning,medical imaging","cloud,distributed systems,science and medicine,precision medicine,data integration",Deep Learning based Visual Recommendations,https://summerofcode.withgoogle.com/archive/2019/projects/6521501140910080/
"Biomedical Informatics, Emory University",https://github.com/sharmalab/Emory-BMI-GSoC-2019,Science and medicine,"python,java,tensorflow,deep learning,medical imaging","cloud,distributed systems,science and medicine,precision medicine,data integration",Security Enhancements to Bindaas Data Integration Middleware,https://summerofcode.withgoogle.com/archive/2019/projects/6560768063963136/
Blender Foundation,http://www.blender.org,Media,"c,python,opengl,c++","3d,rendering,animation,vfx,modeling",Bevel Custom Profiles,https://summerofcode.withgoogle.com/archive/2019/projects/6426308341399552/
Blender Foundation,http://www.blender.org,Media,"c,python,opengl,c++","3d,rendering,animation,vfx,modeling",Cloth Simulator Improvement,https://summerofcode.withgoogle.com/archive/2019/projects/5399232209485824/
Blender Foundation,http://www.blender.org,Media,"c,python,opengl,c++","3d,rendering,animation,vfx,modeling",Outliner Improvements,https://summerofcode.withgoogle.com/archive/2019/projects/5416561530109952/
Blender Foundation,http://www.blender.org,Media,"c,python,opengl,c++","3d,rendering,animation,vfx,modeling",Improve Cycles/EEVEE For Procedural Content Creation,https://summerofcode.withgoogle.com/archive/2019/projects/5037979842641920/
Blender Foundation,http://www.blender.org,Media,"c,python,opengl,c++","3d,rendering,animation,vfx,modeling",Continued development on LANPR engine for Blender,https://summerofcode.withgoogle.com/archive/2019/projects/4618006666149888/
Blender Foundation,http://www.blender.org,Media,"c,python,opengl,c++","3d,rendering,animation,vfx,modeling",Core Support of Virtual Reality Headsets through OpenXR,https://summerofcode.withgoogle.com/archive/2019/projects/6310655743754240/
Blender Foundation,http://www.blender.org,Media,"c,python,opengl,c++","3d,rendering,animation,vfx,modeling",Intel Embree BVH for GPU,https://summerofcode.withgoogle.com/archive/2019/projects/5190984076361728/
Boost C++,https://www.boost.org/,Programming languages,c++ libraries c++11 c++14 c++17 c++20,c++ libraries c++ standard,Boost GIL proposal,https://summerofcode.withgoogle.com/archive/2019/projects/6440504349163520/
Boost C++,https://www.boost.org/,Programming languages,c++ libraries c++11 c++14 c++17 c++20,c++ libraries c++ standard,Boost GIL,https://summerofcode.withgoogle.com/archive/2019/projects/6441643874451456/
Boost C++,https://www.boost.org/,Programming languages,c++ libraries c++11 c++14 c++17 c++20,c++ libraries c++ standard,Modifying (Smart) Expression Templates,https://summerofcode.withgoogle.com/archive/2019/projects/5456481455964160/
Boost C++,https://www.boost.org/,Programming languages,c++ libraries c++11 c++14 c++17 c++20,c++ libraries c++ standard,Bringing Boost.Astronomy to review-ready state,https://summerofcode.withgoogle.com/archive/2019/projects/5493368698699776/
Boost C++,https://www.boost.org/,Programming languages,c++ libraries c++11 c++14 c++17 c++20,c++ libraries c++ standard,Boost.Real: Improving Complexity,https://summerofcode.withgoogle.com/archive/2019/projects/4968680998305792/
Boost C++,https://www.boost.org/,Programming languages,c++ libraries c++11 c++14 c++17 c++20,c++ libraries c++ standard,Adding design policy and improving design,https://summerofcode.withgoogle.com/archive/2019/projects/6190499470245888/
Boost C++,https://www.boost.org/,Programming languages,c++ libraries c++11 c++14 c++17 c++20,c++ libraries c++ standard,Bringing Boost.Astronomy to review-ready state,https://summerofcode.withgoogle.com/archive/2019/projects/6195601304190976/
Boost C++,https://www.boost.org/,Programming languages,c++ libraries c++11 c++14 c++17 c++20,c++ libraries c++ standard,Boost.Real,https://summerofcode.withgoogle.com/archive/2019/projects/4664279486169088/
Boost C++,https://www.boost.org/,Programming languages,c++ libraries c++11 c++14 c++17 c++20,c++ libraries c++ standard,Delaunay Triangulation and Random Geometries for Boost.Geometry,https://summerofcode.withgoogle.com/archive/2019/projects/6526899294044160/
Boost C++,https://www.boost.org/,Programming languages,c++ libraries c++11 c++14 c++17 c++20,c++ libraries c++ standard,Boost::ublas::DataFrame,https://summerofcode.withgoogle.com/archive/2019/projects/5847778259894272/
Boost C++,https://www.boost.org/,Programming languages,c++ libraries c++11 c++14 c++17 c++20,c++ libraries c++ standard,Bringing Boost.SafeFloat to review-ready state,https://summerofcode.withgoogle.com/archive/2019/projects/6282760602255360/
BRL-CAD,https://opencax.github.io,Media,"python,javascript,c/c++,opengl,opencl","performance,2d/3d graphics,ray tracing,solid geometry,cad/cam/cae",FreeCAD Configuration Management Proposal,https://summerofcode.withgoogle.com/archive/2019/projects/5231080817295360/
BRL-CAD,https://opencax.github.io,Media,"python,javascript,c/c++,opengl,opencl","performance,2d/3d graphics,ray tracing,solid geometry,cad/cam/cae",Imporve DXF Import and Export Proposal,https://summerofcode.withgoogle.com/archive/2019/projects/5342640797646848/
BRL-CAD,https://opencax.github.io,Media,"python,javascript,c/c++,opengl,opencl","performance,2d/3d graphics,ray tracing,solid geometry,cad/cam/cae","Implement more annotation support: labels, notes, and dimensions #28",https://summerofcode.withgoogle.com/archive/2019/projects/5563472027320320/
BRL-CAD,https://opencax.github.io,Media,"python,javascript,c/c++,opengl,opencl","performance,2d/3d graphics,ray tracing,solid geometry,cad/cam/cae",FEM Workbench Testing,https://summerofcode.withgoogle.com/archive/2019/projects/5592483390554112/
BRL-CAD,https://opencax.github.io,Media,"python,javascript,c/c++,opengl,opencl","performance,2d/3d graphics,ray tracing,solid geometry,cad/cam/cae",Improvement of OpenSCAD Text-Editor Features,https://summerofcode.withgoogle.com/archive/2019/projects/5632651350769664/
BRL-CAD,https://opencax.github.io,Media,"python,javascript,c/c++,opengl,opencl","performance,2d/3d graphics,ray tracing,solid geometry,cad/cam/cae",LibreCAD 3 OpenGL Rendering,https://summerofcode.withgoogle.com/archive/2019/projects/4578575024390144/
BRL-CAD,https://opencax.github.io,Media,"python,javascript,c/c++,opengl,opencl","performance,2d/3d graphics,ray tracing,solid geometry,cad/cam/cae",BCF Support in BIM WB - FreeCAD,https://summerofcode.withgoogle.com/archive/2019/projects/4786423121575936/
BRL-CAD,https://opencax.github.io,Media,"python,javascript,c/c++,opengl,opencl","performance,2d/3d graphics,ray tracing,solid geometry,cad/cam/cae",Automate Reinforcement Process in FreeCAD,https://summerofcode.withgoogle.com/archive/2019/projects/6553209726828544/
Buildroot,http://www.buildroot.org,Programming languages,"python,shell,gnu make,kconfig","build tools,embedded systems,linux,compilation",Reproducible Builds,https://summerofcode.withgoogle.com/archive/2019/projects/5168827816476672/
Canadian Center for Computational Genomics,http://computationalgenomics.ca/,Science and medicine,"python,javascript,react,nodejs,r-project","visualization,web,bioinformatics,science,statistics",Flowchart creator for GenPipes,https://summerofcode.withgoogle.com/archive/2019/projects/5737956432674816/
Canadian Center for Computational Genomics,http://computationalgenomics.ca/,Science and medicine,"python,javascript,react,nodejs,r-project","visualization,web,bioinformatics,science,statistics",MiCM Project Match,https://summerofcode.withgoogle.com/archive/2019/projects/6479427641278464/
Canadian Center for Computational Genomics,http://computationalgenomics.ca/,Science and medicine,"python,javascript,react,nodejs,r-project","visualization,web,bioinformatics,science,statistics",Batchtools for Compute Canada,https://summerofcode.withgoogle.com/archive/2019/projects/6532285921230848/
Canadian Center for Computational Genomics,http://computationalgenomics.ca/,Science and medicine,"python,javascript,react,nodejs,r-project","visualization,web,bioinformatics,science,statistics",Human history and genome evolution project proposal,https://summerofcode.withgoogle.com/archive/2019/projects/5823211852267520/
Catrobat,https://catrobat.org,Programming languages,"android,java,swift,symfony","web,app development,visual programming,gaming",Amaya,https://summerofcode.withgoogle.com/archive/2019/projects/6612863198691328/
Catrobat,https://catrobat.org,Programming languages,"android,java,swift,symfony","web,app development,visual programming,gaming",Coding Tutorial Game for Female Teenagers,https://summerofcode.withgoogle.com/archive/2019/projects/6625333971779584/
Catrobat,https://catrobat.org,Programming languages,"android,java,swift,symfony","web,app development,visual programming,gaming",Testing Efficiency Catroid,https://summerofcode.withgoogle.com/archive/2019/projects/5390611824246784/
Catrobat,https://catrobat.org,Programming languages,"android,java,swift,symfony","web,app development,visual programming,gaming",Awesome Demo Game Project,https://summerofcode.withgoogle.com/archive/2019/projects/5251325363748864/
Catrobat,https://catrobat.org,Programming languages,"android,java,swift,symfony","web,app development,visual programming,gaming",Implementation of missing Bricks for Catrobat Language Version 0.992,https://summerofcode.withgoogle.com/archive/2019/projects/5297186739322880/
Catrobat,https://catrobat.org,Programming languages,"android,java,swift,symfony","web,app development,visual programming,gaming",Interesting Female Teenagers in Coding Through the Use of a Well-designed Serious Game,https://summerofcode.withgoogle.com/archive/2019/projects/4751654488899584/
Catrobat,https://catrobat.org,Programming languages,"android,java,swift,symfony","web,app development,visual programming,gaming",Fortune on the high seas,https://summerofcode.withgoogle.com/archive/2019/projects/4892391977254912/
Catrobat,https://catrobat.org,Programming languages,"android,java,swift,symfony","web,app development,visual programming,gaming",Awesome Game Demo Project - The Binding of Krishna,https://summerofcode.withgoogle.com/archive/2019/projects/5778963757006848/
Catrobat,https://catrobat.org,Programming languages,"android,java,swift,symfony","web,app development,visual programming,gaming",PocketCode Demo Game Project,https://summerofcode.withgoogle.com/archive/2019/projects/5785515545067520/
cBioPortal for Cancer Genomics,http://www.cbioportal.org/,Data,"javascript,java,reactjs,database,web apps","genomics,data visualization,bioinformatics,big data,cancer research",Addition of novel CPTAC proteogenomic datasets to the cBioPortal,https://summerofcode.withgoogle.com/archive/2019/projects/6341239065018368/
cBioPortal for Cancer Genomics,http://www.cbioportal.org/,Data,"javascript,java,reactjs,database,web apps","genomics,data visualization,bioinformatics,big data,cancer research",OncoKB Analysis in Study View,https://summerofcode.withgoogle.com/archive/2019/projects/5669025143586816/
