Organization Name,Website,Category,Technologies,Topics,Project Name,Project Url
52° North GmbH,https://52north.org,Science and medicine,"python,javascript,android,java,react","web services,floating car data,ogc standards,trajectory analytics",Angular WPS Client library,https://summerofcode.withgoogle.com/archive/2020/projects/5936265230286848/
52° North GmbH,https://52north.org,Science and medicine,"python,javascript,android,java,react","web services,floating car data,ogc standards,trajectory analytics",Improvement of the Car Selection Process in the enviroCar Android App,https://summerofcode.withgoogle.com/archive/2020/projects/6293340623994880/
52° North GmbH,https://52north.org,Science and medicine,"python,javascript,android,java,react","web services,floating car data,ogc standards,trajectory analytics",Trajectory Analytics Toolbox,https://summerofcode.withgoogle.com/archive/2020/projects/5143919026765824/
AboutCode.org,https://www.aboutcode.org,Programming languages,"python,postgresql,javascript,c/c++,rust","machine learning,software analysis,application security,license-scan,dependencies",Add additional package metadata and lockfile parsers,https://summerofcode.withgoogle.com/archive/2020/projects/6129972617412608/
AboutCode.org,https://www.aboutcode.org,Programming languages,"python,postgresql,javascript,c/c++,rust","machine learning,software analysis,application security,license-scan,dependencies",Enhancement of  VulnerableCode,https://summerofcode.withgoogle.com/archive/2020/projects/5367054590279680/
AboutCode.org,https://www.aboutcode.org,Programming languages,"python,postgresql,javascript,c/c++,rust","machine learning,software analysis,application security,license-scan,dependencies",Remove legacy Python code - Support latest Python 3.x - Improve 3rd party package provisioning,https://summerofcode.withgoogle.com/archive/2020/projects/6203496619048960/
AboutCode.org,https://www.aboutcode.org,Programming languages,"python,postgresql,javascript,c/c++,rust","machine learning,software analysis,application security,license-scan,dependencies","Improve ScanCode License detection accuracy, by leveraging the ClearlyDefined dataset of Scans",https://summerofcode.withgoogle.com/archive/2020/projects/4722124918358016/
AboutCode.org,https://www.aboutcode.org,Programming languages,"python,postgresql,javascript,c/c++,rust","machine learning,software analysis,application security,license-scan,dependencies",Fetchcode : A smart code downloader,https://summerofcode.withgoogle.com/archive/2020/projects/5877152756531200/
Academy Software Foundation (ASWF),http://aswf.io,Media,"python,c/c++","cloud computing,2d/3d graphics,filmmaking,file formats,color management","C++ and Python operators for time ranges, and C & Java language bindings",https://summerofcode.withgoogle.com/archive/2020/projects/5696649407496192/
Academy Software Foundation (ASWF),http://aswf.io,Media,"python,c/c++","cloud computing,2d/3d graphics,filmmaking,file formats,color management",Cloud-pool management plugin for OpenCue,https://summerofcode.withgoogle.com/archive/2020/projects/4739069805854720/
Academy Software Foundation (ASWF),http://aswf.io,Media,"python,c/c++","cloud computing,2d/3d graphics,filmmaking,file formats,color management",OpenEXR: Separate Imath Repository Proposal,https://summerofcode.withgoogle.com/archive/2020/projects/4898327193190400/
Accord Project,https://www.accordproject.org/,Programming languages,"javascript,react,compiler,ocaml,coq","compilers,ai,legal,smart contracts,blockchain",Cicero Word Add-In,https://summerofcode.withgoogle.com/archive/2020/projects/5107817310060544/
Accord Project,https://www.accordproject.org/,Programming languages,"javascript,react,compiler,ocaml,coq","compilers,ai,legal,smart contracts,blockchain",WASM support for Accord Project Templates,https://summerofcode.withgoogle.com/archive/2020/projects/5212233333735424/
AerospaceResearch.net,http://www.aerospaceresearch.net,Science and medicine,"python,c++,vhdl,sqlite,raspberry pi","distributed computing,space applications,software defined radio,cubesats,simulations",Device Handler Development for the SOURCE Project,https://summerofcode.withgoogle.com/archive/2020/projects/5703498638819328/
AerospaceResearch.net,http://www.aerospaceresearch.net,Science and medicine,"python,c++,vhdl,sqlite,raspberry pi","distributed computing,space applications,software defined radio,cubesats,simulations",Orbit determination of continuous and sporadic signals.,https://summerofcode.withgoogle.com/archive/2020/projects/5357240590008320/
AerospaceResearch.net,http://www.aerospaceresearch.net,Science and medicine,"python,c++,vhdl,sqlite,raspberry pi","distributed computing,space applications,software defined radio,cubesats,simulations",Doppler-based Orbit Determination Using Network of Low-Cost Ground Stations,https://summerofcode.withgoogle.com/archive/2020/projects/6560599258955776/
AerospaceResearch.net,http://www.aerospaceresearch.net,Science and medicine,"python,c++,vhdl,sqlite,raspberry pi","distributed computing,space applications,software defined radio,cubesats,simulations",Finite Fourier series approximation of low-thrust lunar ballistic trajectories,https://summerofcode.withgoogle.com/archive/2020/projects/5978124384206848/
AerospaceResearch.net,http://www.aerospaceresearch.net,Science and medicine,"python,c++,vhdl,sqlite,raspberry pi","distributed computing,space applications,software defined radio,cubesats,simulations",MOLTO OPTIMIZATION FOR PRODUCTION PURPOSES,https://summerofcode.withgoogle.com/archive/2020/projects/5140424701771776/
afl++,https://aflplus.plus/,Security,"c/c++,llvm,fuzzing,qemu,sanitizers","bug finding,fuzzing,software testing","Reengineer afl-fuzz as Thread Safe, Embeddable Library",https://summerofcode.withgoogle.com/archive/2020/projects/4649283380314112/
afl++,https://aflplus.plus/,Security,"c/c++,llvm,fuzzing,qemu,sanitizers","bug finding,fuzzing,software testing",A Flexible Grammar Mutator,https://summerofcode.withgoogle.com/archive/2020/projects/4827255919869952/
Amahi,https://www.amahi.org,Operating systems,"javascript,android,ruby on rails,golang,swift","operating systems,networking,streaming,web servers,mobile-apps",Android App Improvements,https://summerofcode.withgoogle.com/archive/2020/projects/4593499606876160/
Amahi,https://www.amahi.org,Operating systems,"javascript,android,ruby on rails,golang,swift","operating systems,networking,streaming,web servers,mobile-apps",Android App Improvements,https://summerofcode.withgoogle.com/archive/2020/projects/6520069632294912/
Amahi,https://www.amahi.org,Operating systems,"javascript,android,ruby on rails,golang,swift","operating systems,networking,streaming,web servers,mobile-apps",Feature addition and Improvements to Amahi iOS Project,https://summerofcode.withgoogle.com/archive/2020/projects/4930758357024768/
Android Graphics Tools Team,https://github.com/google/graphicsfuzz/blob/master/docs/summer-of-code-ideas/2020.md,Programming languages,"c/c++,java,opengl,vulkan,python 3","bug finding,developer tools,debugging,2d/3d graphics,profiling",Fuzzing Graphics Shaders,https://summerofcode.withgoogle.com/archive/2020/projects/5742438724927488/
Android Graphics Tools Team,https://github.com/google/graphicsfuzz/blob/master/docs/summer-of-code-ideas/2020.md,Programming languages,"c/c++,java,opengl,vulkan,python 3","bug finding,developer tools,debugging,2d/3d graphics,profiling",Implementation of additional transformations for spirv-fuzz,https://summerofcode.withgoogle.com/archive/2020/projects/4968382538973184/
Android Graphics Tools Team,https://github.com/google/graphicsfuzz/blob/master/docs/summer-of-code-ideas/2020.md,Programming languages,"c/c++,java,opengl,vulkan,python 3","bug finding,developer tools,debugging,2d/3d graphics,profiling",https://docs.google.com/document/d/1EF4UoXfvDQ4owTjJpfO4W3gfrYHBsFESPVGzBffV8S0/edit?usp=sharing,https://summerofcode.withgoogle.com/archive/2020/projects/5171977712566272/
