Organization Name,Website,Category,Technologies,Topics,Project Name,Project Url
Apertium,http://wiki.apertium.org,Other,"python,javascript,c++,xml,bash","natural language processing,machine translation,less-resourced languages",Adopting the Hindi-Bengali language pair (unreleased language pair).,https://summerofcode.withgoogle.com/archive/2021/projects/6423608859033600/
Apertium,http://wiki.apertium.org,Other,"python,javascript,c++,xml,bash","natural language processing,machine translation,less-resourced languages",Apertium Browser Plugin,https://summerofcode.withgoogle.com/archive/2021/projects/5646788425416704/
Apertium,http://wiki.apertium.org,Other,"python,javascript,c++,xml,bash","natural language processing,machine translation,less-resourced languages","Adopt an unreleased language pair, Hindi-Bhojpuri",https://summerofcode.withgoogle.com/archive/2021/projects/5623885411647488/
Apertium,http://wiki.apertium.org,Other,"python,javascript,c++,xml,bash","natural language processing,machine translation,less-resourced languages",Implementing new language pair: Kazakh - Uzbek,https://summerofcode.withgoogle.com/archive/2021/projects/6186906601127936/
Apertium,http://wiki.apertium.org,Other,"python,javascript,c++,xml,bash","natural language processing,machine translation,less-resourced languages",Ideas for Google Summer of Code/Morphological analyser,https://summerofcode.withgoogle.com/archive/2021/projects/6102427949858816/
Apertium,http://wiki.apertium.org,Other,"python,javascript,c++,xml,bash","natural language processing,machine translation,less-resourced languages",User friendly lexical training,https://summerofcode.withgoogle.com/archive/2021/projects/5769288543109120/
Apertium,http://wiki.apertium.org,Other,"python,javascript,c++,xml,bash","natural language processing,machine translation,less-resourced languages",Unipertium,https://summerofcode.withgoogle.com/archive/2021/projects/5875785646211072/
Apertium,http://wiki.apertium.org,Other,"python,javascript,c++,xml,bash","natural language processing,machine translation,less-resourced languages",A morphological analyzer for Bagvalal,https://summerofcode.withgoogle.com/archive/2021/projects/5945059475718144/
Apertium,http://wiki.apertium.org,Other,"python,javascript,c++,xml,bash","natural language processing,machine translation,less-resourced languages","Finnish, Olonets-Karelian and Karelian lexicon development",https://summerofcode.withgoogle.com/archive/2021/projects/6266611396247552/
Apertium,http://wiki.apertium.org,Other,"python,javascript,c++,xml,bash","natural language processing,machine translation,less-resourced languages",Develop a prototype MT system for a strategic language pair uzb->kaa,https://summerofcode.withgoogle.com/archive/2021/projects/5185890921480192/
apertus° Association,https://www.apertus.org,Media,"linux,c/c++,fpga,vhdl,embedded","computer vision,camera,image processing,computational photography,digital imaging",Image Sensor Simulation/Emulation,https://summerofcode.withgoogle.com/archive/2021/projects/6579473087987712/
apertus° Association,https://www.apertus.org,Media,"linux,c/c++,fpga,vhdl,embedded","computer vision,camera,image processing,computational photography,digital imaging",T1220 AXIOM Beta nMigen Support,https://summerofcode.withgoogle.com/archive/2021/projects/5105527117316096/
apertus° Association,https://www.apertus.org,Media,"linux,c/c++,fpga,vhdl,embedded","computer vision,camera,image processing,computational photography,digital imaging",GUI for AXIOM Recorder,https://summerofcode.withgoogle.com/archive/2021/projects/5277743696052224/
apertus° Association,https://www.apertus.org,Media,"linux,c/c++,fpga,vhdl,embedded","computer vision,camera,image processing,computational photography,digital imaging",Remote Test System for AXIOM Remote,https://summerofcode.withgoogle.com/archive/2021/projects/6234886351880192/
apertus° Association,https://www.apertus.org,Media,"linux,c/c++,fpga,vhdl,embedded","computer vision,camera,image processing,computational photography,digital imaging",AXIOM Remote: Firmware Improvement And Extension,https://summerofcode.withgoogle.com/archive/2021/projects/4540747138727936/
ArduPilot,https://ardupilot.org,Other,"python,linux,c/c++,drones,robotics","robotics,embedded systems,real-time,drones,vison",Custom Firmware Builder,https://summerofcode.withgoogle.com/archive/2021/projects/6423999432622080/
ArduPilot,https://ardupilot.org,Other,"python,linux,c/c++,drones,robotics","robotics,embedded systems,real-time,drones,vison",Precision Landing Improvements using Depth Camera,https://summerofcode.withgoogle.com/archive/2021/projects/5471828637646848/
ArduPilot,https://ardupilot.org,Other,"python,linux,c/c++,drones,robotics","robotics,embedded systems,real-time,drones,vison",Native ROS2 support,https://summerofcode.withgoogle.com/archive/2021/projects/4605960982626304/
Audacity,https://www.audacityteam.org/,Media,c++,"audio,audio editor,audio analysis,audio processing",Source Separation and Extensible MIR Tools for Audacity,https://summerofcode.withgoogle.com/archive/2021/projects/5097817919455232/
Audacity,https://www.audacityteam.org/,Media,c++,"audio,audio editor,audio analysis,audio processing",Spectral Selection Tools,https://summerofcode.withgoogle.com/archive/2021/projects/4714793742630912/
BeagleBoard.org Foundation,https://beagleboard.org,Programming languages,"linux,fpga,arm,risc-v,dsp","robotics,iot,ai,open hardware,process automation",BeagleWire Software,https://summerofcode.withgoogle.com/archive/2021/projects/6597728544489472/
BeagleBoard.org Foundation,https://beagleboard.org,Programming languages,"linux,fpga,arm,risc-v,dsp","robotics,iot,ai,open hardware,process automation",GPGPU with GLES API,https://summerofcode.withgoogle.com/archive/2021/projects/5248746325016576/
BeagleBoard.org Foundation,https://beagleboard.org,Programming languages,"linux,fpga,arm,risc-v,dsp","robotics,iot,ai,open hardware,process automation",Improvemens to simpPRU,https://summerofcode.withgoogle.com/archive/2021/projects/6216005071667200/
BeagleBoard.org Foundation,https://beagleboard.org,Programming languages,"linux,fpga,arm,risc-v,dsp","robotics,iot,ai,open hardware,process automation",Micropython for BeagleConnect Freedom,https://summerofcode.withgoogle.com/archive/2021/projects/6255768214437888/
BeagleBoard.org Foundation,https://beagleboard.org,Programming languages,"linux,fpga,arm,risc-v,dsp","robotics,iot,ai,open hardware,process automation",Beagle-Config,https://summerofcode.withgoogle.com/archive/2021/projects/6276044352389120/
BeagleBoard.org Foundation,https://beagleboard.org,Programming languages,"linux,fpga,arm,risc-v,dsp","robotics,iot,ai,open hardware,process automation",Bela support for the BeagleBone AI and/or future TI boards,https://summerofcode.withgoogle.com/archive/2021/projects/5188984237457408/
Bench-Routes,https://bench-routes.netlify.com,End user applications,"react,golang,docker","monitoring,web,devops,time-series",Revamping the UI,https://summerofcode.withgoogle.com/archive/2021/projects/5644536553930752/
Bench-Routes,https://bench-routes.netlify.com,End user applications,"react,golang,docker","monitoring,web,devops,time-series",Enhanced alerting and scheduling in Bench-routes,https://summerofcode.withgoogle.com/archive/2021/projects/5260300558794752/
Blender Foundation,http://www.blender.org,Media,"c,python,opengl,c++,vulkan","virtual reality,graphics,rendering,3d tools,3d animation",Curve Improvements,https://summerofcode.withgoogle.com/archive/2021/projects/5706701138821120/
Blender Foundation,http://www.blender.org,Media,"c,python,opengl,c++,vulkan","virtual reality,graphics,rendering,3d tools,3d animation",Regression Testing of Geometry Nodes,https://summerofcode.withgoogle.com/archive/2021/projects/4576362584604672/
Blender Foundation,http://www.blender.org,Media,"c,python,opengl,c++,vulkan","virtual reality,graphics,rendering,3d tools,3d animation",Blender - UV editor improvements,https://summerofcode.withgoogle.com/archive/2021/projects/4730589390831616/
Blender Foundation,http://www.blender.org,Media,"c,python,opengl,c++,vulkan","virtual reality,graphics,rendering,3d tools,3d animation",Porting popular modifiers to Geometry Nodes,https://summerofcode.withgoogle.com/archive/2021/projects/4830866575982592/
Blender Foundation,http://www.blender.org,Media,"c,python,opengl,c++,vulkan","virtual reality,graphics,rendering,3d tools,3d animation",Continued Development on Adaptive Cloth Simulator for Blender,https://summerofcode.withgoogle.com/archive/2021/projects/6044661042380800/
Blender Foundation,http://www.blender.org,Media,"c,python,opengl,c++,vulkan","virtual reality,graphics,rendering,3d tools,3d animation",Video Sequence Editor Improvements - Individual strip previews and modification indicators,https://summerofcode.withgoogle.com/archive/2021/projects/4859236512694272/
Blender Foundation,http://www.blender.org,Media,"c,python,opengl,c++,vulkan","virtual reality,graphics,rendering,3d tools,3d animation",Blender Knife Tool Improvements,https://summerofcode.withgoogle.com/archive/2021/projects/5906109021290496/
Blender Foundation,http://www.blender.org,Media,"c,python,opengl,c++,vulkan","virtual reality,graphics,rendering,3d tools,3d animation",Display simulation data for rigid bodies and cloth,https://summerofcode.withgoogle.com/archive/2021/projects/6325176798543872/
Boost C++ Libraries,https://www.boost.org/,Programming languages,"c++,c++11,c++14,c++17,c++20","algorithms,image processing,c++,data structures",Create new matrix and vector types,https://summerofcode.withgoogle.com/archive/2021/projects/5734323952549888/
Boost C++ Libraries,https://www.boost.org/,Programming languages,"c++,c++11,c++14,c++17,c++20","algorithms,image processing,c++,data structures",Boost.Real: Optimizing internal representation of operation and improving math functions,https://summerofcode.withgoogle.com/archive/2021/projects/5419667199361024/
Boost C++ Libraries,https://www.boost.org/,Programming languages,"c++,c++11,c++14,c++17,c++20","algorithms,image processing,c++,data structures",Boost.Gil : 2D convolution and correlation,https://summerofcode.withgoogle.com/archive/2021/projects/5527983355330560/
Boost C++ Libraries,https://www.boost.org/,Programming languages,"c++,c++11,c++14,c++17,c++20","algorithms,image processing,c++,data structures",Benchmarking and improving Boost.Real,https://summerofcode.withgoogle.com/archive/2021/projects/5062111910166528/
Boost C++ Libraries,https://www.boost.org/,Programming languages,"c++,c++11,c++14,c++17,c++20","algorithms,image processing,c++,data structures",Implementation of a new Quad-double type for Boost.Multiprecision,https://summerofcode.withgoogle.com/archive/2021/projects/4565185871740928/
Boost C++ Libraries,https://www.boost.org/,Programming languages,"c++,c++11,c++14,c++17,c++20","algorithms,image processing,c++,data structures",Boost.Python: asyncio event loop implementation using Boost.Asio,https://summerofcode.withgoogle.com/archive/2021/projects/6023928564154368/
Boost C++ Libraries,https://www.boost.org/,Programming languages,"c++,c++11,c++14,c++17,c++20","algorithms,image processing,c++,data structures",Boost.Math: FFT Utilities,https://summerofcode.withgoogle.com/archive/2021/projects/4927085990117376/
Boost C++ Libraries,https://www.boost.org/,Programming languages,"c++,c++11,c++14,c++17,c++20","algorithms,image processing,c++,data structures",Boost:uBlas : Finalizing and improving the subtensor type,https://summerofcode.withgoogle.com/archive/2021/projects/5140417753907200/
BRL-CAD,https://opencax.github.io,Media,"python,c/c++,opengl,opencl,scripting","visualization,geometry,high performance computing,2d/3d graphics,ray tracing",Adding the Ability To BCF Libraries to connect to BCF API's.,https://summerofcode.withgoogle.com/archive/2021/projects/5686707529187328/
BRL-CAD,https://opencax.github.io,Media,"python,c/c++,opengl,opencl,scripting","visualization,geometry,high performance computing,2d/3d graphics,ray tracing",Open Geometry Viewer(OGV),https://summerofcode.withgoogle.com/archive/2021/projects/5425876514111488/
BRL-CAD,https://opencax.github.io,Media,"python,c/c++,opengl,opencl,scripting","visualization,geometry,high performance computing,2d/3d graphics,ray tracing",Generator for offline documentation,https://summerofcode.withgoogle.com/archive/2021/projects/5458820121231360/
BRL-CAD,https://opencax.github.io,Media,"python,c/c++,opengl,opencl,scripting","visualization,geometry,high performance computing,2d/3d graphics,ray tracing",Automate Reinforcement Process of Slab and Footing in FreeCAD,https://summerofcode.withgoogle.com/archive/2021/projects/4965033401909248/
BRL-CAD,https://opencax.github.io,Media,"python,c/c++,opengl,opencl,scripting","visualization,geometry,high performance computing,2d/3d graphics,ray tracing",Add IDS validation with BCF output to IfcOpenShell,https://summerofcode.withgoogle.com/archive/2021/projects/6269651092242432/
BRL-CAD,https://opencax.github.io,Media,"python,c/c++,opengl,opencl,scripting","visualization,geometry,high performance computing,2d/3d graphics,ray tracing",Implement UNDO and transactional changes,https://summerofcode.withgoogle.com/archive/2021/projects/5166360262344704/
caMicroscope,http://camicroscope.github.io,Science and medicine,"python,javascript,mongodb,tensorflow,medical imaging","machine learning,distributed systems,science and medicine,data integration",Real Time Collaborative Pathology,https://summerofcode.withgoogle.com/archive/2021/projects/6434317655343104/
caMicroscope,http://camicroscope.github.io,Science and medicine,"python,javascript,mongodb,tensorflow,medical imaging","machine learning,distributed systems,science and medicine,data integration",Cross-Slide Coordinated Viewing,https://summerofcode.withgoogle.com/archive/2021/projects/6739192553406464/
caMicroscope,http://camicroscope.github.io,Science and medicine,"python,javascript,mongodb,tensorflow,medical imaging","machine learning,distributed systems,science and medicine,data integration",RBAC Authorization with Cache Implementation using higher order functions,https://summerofcode.withgoogle.com/archive/2021/projects/5096749412122624/
caMicroscope,http://camicroscope.github.io,Science and medicine,"python,javascript,mongodb,tensorflow,medical imaging","machine learning,distributed systems,science and medicine,data integration",Smart Pens,https://summerofcode.withgoogle.com/archive/2021/projects/4537684592164864/
caMicroscope,http://camicroscope.github.io,Science and medicine,"python,javascript,mongodb,tensorflow,medical imaging","machine learning,distributed systems,science and medicine,data integration",Integrate an optical microscope with a camera and motorized stage - Collaboration with FDA,https://summerofcode.withgoogle.com/archive/2021/projects/5982617152782336/
Casbin,https://casbin.org/,Security,"python,javascript,java,nodejs,golang","security,web,cloud",casbin enhancement,https://summerofcode.withgoogle.com/archive/2021/projects/5652736418250752/
Casbin,https://casbin.org/,Security,"python,javascript,java,nodejs,golang","security,web,cloud","Benchmarking, Python bindings and Migrating to CTest for Casbin-CPP",https://summerofcode.withgoogle.com/archive/2021/projects/5581884557361152/
Casbin,https://casbin.org/,Security,"python,javascript,java,nodejs,golang","security,web,cloud",Lua-Casbin,https://summerofcode.withgoogle.com/archive/2021/projects/6194416384999424/
Casbin,https://casbin.org/,Security,"python,javascript,java,nodejs,golang","security,web,cloud",Proposal for Casdoor and Casnode,https://summerofcode.withgoogle.com/archive/2021/projects/4575242269229056/
Casbin,https://casbin.org/,Security,"python,javascript,java,nodejs,golang","security,web,cloud",Casbin for .NET,https://summerofcode.withgoogle.com/archive/2021/projects/4598329094176768/
Casbin,https://casbin.org/,Security,"python,javascript,java,nodejs,golang","security,web,cloud",Refactor Casbin.js and other optimizations on pycasbin and node-casbin,https://summerofcode.withgoogle.com/archive/2021/projects/4787500660293632/
Casbin,https://casbin.org/,Security,"python,javascript,java,nodejs,golang","security,web,cloud","Casbin-Server, Rocket-Authz, JSON-Adapter",https://summerofcode.withgoogle.com/archive/2021/projects/5937802323165184/
Casbin,https://casbin.org/,Security,"python,javascript,java,nodejs,golang","security,web,cloud",Casbin plugin for Kubernetes,https://summerofcode.withgoogle.com/archive/2021/projects/5129868307595264/
Casbin,https://casbin.org/,Security,"python,javascript,java,nodejs,golang","security,web,cloud",dart-casbin,https://summerofcode.withgoogle.com/archive/2021/projects/5171373999128576/
CASTOR,https://www.castor.kth.se/,Programming languages,"java,scala,bytecode","testing,software analysis,optimization,development,automated program repair",Implement DepClean Gradle plugin and add support for multi-module project analysis,https://summerofcode.withgoogle.com/archive/2021/projects/6679675211874304/
CASTOR,https://www.castor.kth.se/,Programming languages,"java,scala,bytecode","testing,software analysis,optimization,development,automated program repair",Add/Improve tests in Spoon,https://summerofcode.withgoogle.com/archive/2021/projects/5674282557898752/
CCExtractor Development,https://ccextractor.org/,Media,"c,python,rust,flutter","video,subtitles,media,bittorrent",Animating a poor man [PMR-III],https://summerofcode.withgoogle.com/archive/2021/projects/6401723685404672/
CCExtractor Development,https://ccextractor.org/,Media,"c,python,rust,flutter","video,subtitles,media,bittorrent",Beacon,https://summerofcode.withgoogle.com/archive/2021/projects/5744583253688320/
CCExtractor Development,https://ccextractor.org/,Media,"c,python,rust,flutter","video,subtitles,media,bittorrent",Cross platform GUI for CCExtractor,https://summerofcode.withgoogle.com/archive/2021/projects/5752961694695424/
CCExtractor Development,https://ccextractor.org/,Media,"c,python,rust,flutter","video,subtitles,media,bittorrent",FastFingers Application Development,https://summerofcode.withgoogle.com/archive/2021/projects/5536901150277632/
CCExtractor Development,https://ccextractor.org/,Media,"c,python,rust,flutter","video,subtitles,media,bittorrent",Improving rutorrent mobile interface,https://summerofcode.withgoogle.com/archive/2021/projects/4974784688947200/
CCExtractor Development,https://ccextractor.org/,Media,"c,python,rust,flutter","video,subtitles,media,bittorrent",Rewrite 708 decoder in Rust,https://summerofcode.withgoogle.com/archive/2021/projects/4629205882503168/
CCExtractor Development,https://ccextractor.org/,Media,"c,python,rust,flutter","video,subtitles,media,bittorrent",Flood Mobile App,https://summerofcode.withgoogle.com/archive/2021/projects/4802597738774528/
CCExtractor Development,https://ccextractor.org/,Media,"c,python,rust,flutter","video,subtitles,media,bittorrent",Deluge Mobile client,https://summerofcode.withgoogle.com/archive/2021/projects/5759735227219968/
CCExtractor Development,https://ccextractor.org/,Media,"c,python,rust,flutter","video,subtitles,media,bittorrent",Beacon Backend,https://summerofcode.withgoogle.com/archive/2021/projects/5856489297674240/
"Center for Research in Open Source Software, UC Santa Cruz",http://cross.ucsc.edu,Other,"c/c++,robotics,c++17,ceph,arrow","databases,hardware,storage,sensors,callibration","Alpine, macOS support",https://summerofcode.withgoogle.com/archive/2021/projects/6593248692273152/
"Center for Research in Open Source Software, UC Santa Cruz",http://cross.ucsc.edu,Other,"c/c++,robotics,c++17,ceph,arrow","databases,hardware,storage,sensors,callibration",Port wiki to ReadTheDocs or another documentation platform,https://summerofcode.withgoogle.com/archive/2021/projects/6617056165756928/
"Center for Research in Open Source Software, UC Santa Cruz",http://cross.ucsc.edu,Other,"c/c++,robotics,c++17,ceph,arrow","databases,hardware,storage,sensors,callibration",Object Centric Data Storage PDC_Ceph Rados Integration,https://summerofcode.withgoogle.com/archive/2021/projects/5409610801872896/
"Center for Research in Open Source Software, UC Santa Cruz",http://cross.ucsc.edu,Other,"c/c++,robotics,c++17,ceph,arrow","databases,hardware,storage,sensors,callibration",IMU Calibration & Self-Correction Algorithm for Open Source Autonomous Vehicle Controller,https://summerofcode.withgoogle.com/archive/2021/projects/5949449569828864/
"Center for Research in Open Source Software, UC Santa Cruz",http://cross.ucsc.edu,Other,"c/c++,robotics,c++17,ceph,arrow","databases,hardware,storage,sensors,callibration",Path finding algorithm using OpenCV,https://summerofcode.withgoogle.com/archive/2021/projects/6325589249622016/
Ceph,https://ceph.io,Data,"python,javascript,c++,angular,typescript","distributed systems,storage",NEXT LEVEL AMQP,https://summerofcode.withgoogle.com/archive/2021/projects/5734731907334144/
Ceph,https://ceph.io,Data,"python,javascript,c++,angular,typescript","distributed systems,storage",Implementing integration tests using Gherkin language,https://summerofcode.withgoogle.com/archive/2021/projects/5121787091746816/
Ceph,https://ceph.io,Data,"python,javascript,c++,angular,typescript","distributed systems,storage",Reporting Ceph issues from the Ceph-Dashboard,https://summerofcode.withgoogle.com/archive/2021/projects/4622940968058880/
Ceph,https://ceph.io,Data,"python,javascript,c++,angular,typescript","distributed systems,storage",RGW:S3 SDK Compatibility,https://summerofcode.withgoogle.com/archive/2021/projects/4745467795079168/
Ceph,https://ceph.io,Data,"python,javascript,c++,angular,typescript","distributed systems,storage",GOING NATS,https://summerofcode.withgoogle.com/archive/2021/projects/4876455707672576/
Ceph,https://ceph.io,Data,"python,javascript,c++,angular,typescript","distributed systems,storage",USING BALANCED_READS ON RGW CALLS TO RADOS,https://summerofcode.withgoogle.com/archive/2021/projects/5772203919933440/
Ceph,https://ceph.io,Data,"python,javascript,c++,angular,typescript","distributed systems,storage",Visual Regression Testing of Ceph-Dashboard,https://summerofcode.withgoogle.com/archive/2021/projects/5152801855897600/
CERN-HSF,http://hepsoftwarefoundation.org/activities/gsoc.html,Science and medicine,"python,c/c++,data analysis,concurrency,container orchestration","machine learning,performance optimization,algorithmics,particle physics,big data science",OpenForBC,https://summerofcode.withgoogle.com/archive/2021/projects/6334460873670656/
CERN-HSF,http://hepsoftwarefoundation.org/activities/gsoc.html,Science and medicine,"python,c/c++,data analysis,concurrency,container orchestration","machine learning,performance optimization,algorithmics,particle physics,big data science",Add support for in-browser interactive averaging of physics results,https://summerofcode.withgoogle.com/archive/2021/projects/6410808212324352/
CERN-HSF,http://hepsoftwarefoundation.org/activities/gsoc.html,Science and medicine,"python,c/c++,data analysis,concurrency,container orchestration","machine learning,performance optimization,algorithmics,particle physics,big data science",Accuracy and parallel computation in parton density calculation,https://summerofcode.withgoogle.com/archive/2021/projects/6578748882681856/
